Player,Rook_Age,Rook_FG_Percent,Rook_3P_Percent,Rook_FT_Percent,Rook_MPG,Rook_PPG,Rook_RPG,Rook_APG,-9999,Rook_Year,WS_Rk,WS,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG_Percent,2P_Percent,3P_Percent,FT_Percent,TS_Percent,eFG_Percent,Pos,Team,ORtg,DRtg,OWS,DWS,WS_Per_48,OBPM,DBPM,BPM,VORP,PER,ORB_Percent,DRB_Percent,TRB_Percent,AST_Percent,STL_Percent,BLK_Percent,TOV_Percent,USG_Percent
Jeff Green,21,0.427,0.276,0.744,28.2,10.5,4.7,1.5,greenje02,2008,109,51.5,2007-08,2022-23,21-36,1095,649,28.6,4.5,10,3.5,7,1,3,2.4,3,0.9,3.4,4.2,1.5,0.7,0.5,1.4,2.1,12.5,0.449,0.497,0.337,0.803,0.548,0.5,F,BOSBRKCLEDENHOULACMEMOKCORLSEAUTAWAS,107,110,25.6,25.9,0.079,-0.7,-0.7,-1.4,4.4,13.1,3.4,13.2,8.3,8.4,1.2,1.4,10.9,19.8
Taurean Green,21,0.28,0.182,0.917,4.4,1.6,0.6,0.6,greenta01,2008,1827,-0.1,2007-08,2007-08,21-21,17,0,4.4,0.4,1.5,0.3,0.8,0.1,0.6,0.6,0.7,0,0.6,0.6,0.6,0.1,0,0.5,0.3,1.6,0.28,0.357,0.182,0.917,0.446,0.32,G,DENPOR,84,109,-0.2,0.1,-0.066,-5.3,-2.2,-7.5,-0.1,7,0,14.9,7.6,22.3,1.4,0,22.9,24.3
Mike Harris,24,0.5,0,0.615,9.4,3.6,3.2,0.2,harrimi01,2008,1156,1,2007-08,2013-14,24-30,54,0,9.2,1.3,2.8,1.3,2.7,0,0.1,0.8,1,0.9,1.2,2.1,0.2,0.5,0.2,0.6,1.3,3.4,0.464,0.479,0,0.782,0.522,0.464,F,HOUUTAWAS,104,104,0.3,0.7,0.095,-2.1,0.8,-1.3,0.1,14.4,11.6,15.1,13.3,3.9,2.9,1.8,14.6,18.8
Spencer Hawes,19,0.459,0.19,0.655,13.1,4.7,3.2,0.6,hawessp01,2008,340,22.6,2007-08,2016-17,19-28,684,368,22.7,3.6,7.8,3.1,6.3,0.5,1.5,1,1.4,1.4,4.2,5.7,1.9,0.4,1,1.4,2.5,8.7,0.457,0.482,0.35,0.716,0.514,0.49,C-F,CHOCLELACMILPHISAC,101,106,5.5,17.1,0.07,-1.4,0.2,-1.1,3.4,14,7.2,21.4,14.2,13.2,0.9,3.3,14.4,19.5
Al Horford,21,0.499,0,0.731,31.4,10.1,9.7,1.5,horfoal01,2008,14,105.5,2007-08,2022-23,21-36,1004,994,32.1,5.6,10.9,4.9,9,0.7,2,1.5,2,2,6.1,8.1,3.3,0.8,1.2,1.5,2.2,13.5,0.513,0.544,0.373,0.759,0.571,0.547,C-F,ATLBOSOKCPHI,116,105,58.6,47,0.157,1.7,1.2,2.9,39.9,18.3,7.1,21.2,14.2,16.4,1.2,3,11,18.6
Yi Jianlian,20,0.421,0.286,0.841,25,8.6,5.2,0.8,jianlyi01,2008,927,3.1,2007-08,2011-12,20-24,272,163,22.2,3,7.4,2.7,6.6,0.3,0.8,1.6,2.1,1.4,3.5,4.9,0.7,0.5,0.7,1.1,2.3,7.9,0.404,0.413,0.333,0.78,0.474,0.423,F,DALMILNJNWAS,97,110,-1.5,4.6,0.025,-3.1,-1.2,-4.3,-3.5,11.2,7.1,19.1,12.9,5.2,1.2,2.4,11.8,19.4
Coby Karl,24,0.346,0.308,0.8,4.2,1.8,0.8,0.5,karlco01,2008,1699,0,2007-08,2009-10,24-26,24,1,7.7,0.8,2.4,0.6,1.4,0.3,1,0.5,0.7,0.3,1,1.3,1,0.3,0.1,0.6,0.8,2.4,0.345,0.412,0.25,0.75,0.446,0.397,G,CLEGSWLAL,91,109,-0.2,0.2,-0.006,-3.2,-0.2,-3.3,-0.1,9.2,4.3,15,9.7,18,1.9,1.2,18.7,19
Carl Landry,24,0.616,0,0.661,16.9,8.1,4.9,0.5,landrca01,2008,205,35.9,2007-08,2015-16,24-32,513,93,22.5,4.1,7.6,4,7.5,0,0.1,2.7,3.4,1.9,3,4.9,0.7,0.4,0.4,1.2,2.4,10.8,0.535,0.537,0.3,0.785,0.595,0.536,F,GSWHOUNOHPHISAC,116,108,25.7,10.2,0.149,0.5,-0.8,-0.3,5,17.5,9.9,15.1,12.5,5.3,1,1.3,11.5,20.5
Keith Langford,24,0.25,0,0,5,1,1,0,langfke01,2008,1724,0,2007-08,2007-08,24-24,2,0,5,0.5,2,0.5,2,0,0,0,0,0,1,1,0,0,0,0,0.5,1,0.25,0.25,,,0.25,0.25,G,SAS,55,104,0,0,-0.142,-12.9,-2.2,-15.1,0,-2.4,0,23.3,11.8,0,0,0,0,19.2
St?phane Lasme,25,0.451,0,0.594,18.9,5.2,3.3,0.2,lasmest01,2008,1380,0.3,2007-08,2007-08,25-25,16,4,18.9,2,4.4,2,4.4,0,0,1.2,2,1.6,1.7,3.3,0.2,0.8,1.4,0.9,2.2,5.2,0.451,0.451,,0.594,0.488,0.451,F,GSWMIA,96,107,-0.1,0.3,0.041,-4.8,0.3,-4.4,-0.2,11.7,10.1,10.8,10.5,1.6,2.3,5.8,15,15.6
Acie Law,23,0.401,0.206,0.792,15.4,4.2,1,2,lawac01,2008,1064,1.6,2007-08,2010-11,23-26,188,8,12.7,1.4,3.4,1.3,2.8,0.1,0.6,0.9,1.2,0.2,0.9,1,1.6,0.4,0,0.8,1,3.9,0.413,0.452,0.235,0.778,0.494,0.434,G,ATLCHACHIGSWMEM,100,112,0.2,1.3,0.032,-3.2,-0.7,-3.9,-1.1,9.9,1.6,7.9,4.7,19.6,1.8,0.1,16.5,16.7
Ian Mahinmi,21,0.5,0,1,3.8,3.5,0.8,0.2,mahinia01,2008,289,26.1,2007-08,2019-20,21-33,618,133,16.8,1.9,3.6,1.9,3.6,0,0.1,1.3,2.1,1.5,2.9,4.4,0.6,0.6,0.7,1,2.6,5.2,0.533,0.541,0.16,0.612,0.567,0.535,C,DALINDSASWAS,108,102,9,17.1,0.121,-3.2,1.2,-2,0.1,13,10.2,18.9,14.6,5.1,1.7,3.4,17.5,14.8
Dominic McGuire,22,0.379,0.167,0.438,9.9,1.3,2,0.6,mcguido01,2008,862,4.1,2007-08,2012-13,22-27,342,84,15.6,1.1,2.7,1.1,2.7,0,0,0.5,0.7,1,2.4,3.4,1.2,0.5,0.5,0.7,1.5,2.7,0.419,0.423,0.188,0.658,0.454,0.42,F,CHAGSWINDNOHSACTORWAS,98,109,-0.1,4.2,0.037,-2.7,0.6,-2.1,-0.1,9.8,7.4,18.4,12.8,11.5,1.5,2.8,19,11
Josh McRoberts,20,0.6,0,0,3.5,1.5,1.3,0.3,mcrobjo01,2008,409,18.5,2007-08,2017-18,20-30,433,179,19.1,2.1,4.6,1.7,3.2,0.5,1.3,0.7,1,1.1,2.8,3.9,2.1,0.5,0.4,0.9,1.9,5.4,0.463,0.514,0.34,0.705,0.539,0.513,F-C,CHADALINDLALMIAORLPOR,110,106,9.1,9.3,0.107,-0.7,1,0.3,4.7,13.2,6.4,16.5,11.4,16.8,1.4,1.8,15,13.9
Jamario Moon,27,0.485,0.328,0.741,27.8,8.5,6.2,1.2,moonja01,2008,483,14.3,2007-08,2011-12,27-31,286,157,22.6,2.5,5.5,1.9,3.6,0.6,1.9,0.6,0.8,0.7,3.6,4.3,1,0.8,0.8,0.5,1.5,6.3,0.461,0.53,0.329,0.803,0.541,0.518,F,CHACLELACMIATOR,111,105,5.7,8.5,0.106,-0.4,1.5,1.1,5.1,13.1,3.7,18.7,11.2,6.8,1.9,2.9,8.1,13.1
Juan Carlos Navarro,27,0.402,0.361,0.849,25.8,10.9,2.6,2.2,navarju01,2008,1096,1.4,2007-08,2007-08,27-27,82,30,25.8,3.8,9.3,1.9,4.1,1.9,5.3,1.5,1.8,0.4,2.1,2.6,2.2,0.6,0,1.6,1.1,10.9,0.402,0.455,0.361,0.849,0.54,0.504,G,MEM,103,115,1,0.4,0.031,-0.3,-2,-2.3,-0.2,11.9,1.8,9.4,5.6,13.3,1.1,0,13.9,20.2
Demetris Nichols,23,0.261,0.231,0,3.1,1.1,0.4,0.1,nichode01,2008,1925,-0.2,2007-08,2008-09,23-24,18,0,3.2,0.5,1.8,0.3,0.9,0.2,0.8,0.1,0.1,0,0.4,0.4,0.1,0,0.2,0.2,0.3,1.2,0.281,0.353,0.2,0.5,0.335,0.328,F,CHICLENYK,66,109,-0.3,0.1,-0.203,-7.3,-3.1,-10.3,-0.1,0.7,0,14,6.8,5.9,0,5.3,10.8,28.3
Joakim Noah,22,0.482,0,0.691,20.7,6.6,5.6,1.1,noahjo01,2008,76,61.9,2007-08,2019-20,22-34,672,512,27.7,3.3,6.8,3.3,6.8,0,0,2.1,2.9,3.2,5.8,9,2.8,0.8,1.3,1.7,2.8,8.8,0.491,0.493,0,0.7,0.54,0.491,C,CHILACMEMNYK,112,100,27.7,34.2,0.159,0.4,2.1,2.5,20.9,17.6,13,23.4,18.2,16.1,1.5,3.6,17.2,16
Oleksiy Pecherov,22,0.352,0.283,0.645,9.1,3.6,1.9,0.2,pecheol01,2008,1249,0.5,2007-08,2009-10,22-24,111,5,9.4,1.4,3.7,1,2.3,0.4,1.4,0.7,0.8,0.8,1.6,2.4,0.2,0.2,0.2,0.5,1.1,3.9,0.386,0.444,0.29,0.793,0.482,0.441,C,MINWAS,98,111,-0.1,0.7,0.025,-2,-2.8,-4.8,-0.7,11.9,9.5,20,14.6,3.1,1,1.6,11.5,22
Kosta Perovi?,22,0.3,0,0.667,5.4,1.4,1.9,0.1,perovko01,2008,1555,0,2007-08,2007-08,22-22,7,0,5.4,0.4,1.4,0.4,1.4,0,0,0.6,0.9,0.9,1,1.9,0.1,0,0.3,0.1,0.9,1.4,0.3,0.3,,0.667,0.396,0.3,C,GSW,104,110,0,0,0.06,-3.1,-2.8,-5.9,0,10.3,16.2,20.5,18.3,3.4,0,3.8,7.3,15.1
Kasib Powell,26,0.368,0.242,0.667,27.6,7.6,4,1.6,powelka01,2008,1575,0,2007-08,2007-08,26-26,11,4,27.6,3.2,8.6,2.5,5.6,0.7,3,0.5,0.8,0.7,3.3,4,1.6,0.8,0.2,0.5,1.6,7.6,0.368,0.435,0.242,0.667,0.424,0.411,F,MIA,94,111,-0.2,0.2,0.006,-3.1,-0.7,-3.8,-0.1,9,3.1,14.4,8.7,10,1.6,0.5,4.8,16.2
Gabe Pruitt,21,0.359,0.25,0.5,6.3,2.1,0.5,0.9,pruitga01,2008,1303,0.4,2007-08,2008-09,21-22,62,0,7.4,0.7,2.3,0.5,1.3,0.3,1,0.3,0.4,0.2,0.7,0.8,0.8,0.3,0,0.4,0.7,2,0.321,0.35,0.283,0.783,0.416,0.382,G,BOS,92,103,-0.4,0.8,0.043,-4,1.3,-2.8,-0.1,7.7,2.8,10.3,6.7,16.9,2.3,0.5,13.8,17.6
Chris Richard,23,0.471,0,0.593,10.7,1.9,2.6,0.3,richach01,2008,1208,0.7,2007-08,2009-10,23-25,70,3,11.1,0.8,1.7,0.8,1.7,0,0,0.3,0.5,1,1.8,2.8,0.4,0.3,0.2,0.5,1.9,1.9,0.483,0.483,,0.605,0.509,0.483,F,CHIMIN,100,109,0.1,0.7,0.045,-5.2,-0.5,-5.7,-0.7,7.5,10.2,18.4,14.2,4.5,1.2,1.6,22.3,9.9
Cheikh Samb,23,0.75,0,0.5,7.8,1.8,1.8,0,sambch01,2008,1861,-0.1,2007-08,2008-09,23-24,22,0,5.2,0.4,1.6,0.4,1.5,0,0.1,0.2,0.4,0.6,0.8,1.4,0,0.2,0.5,0.2,0.7,1,0.25,0.273,0,0.444,0.275,0.25,C,DENDETLACNYK,71,102,-0.3,0.2,-0.056,-7.6,-1.6,-9.1,-0.2,7.1,13.1,18.4,15.8,1.3,1.8,8,9.1,17.4
Luis Scola,27,0.515,0,0.668,24.7,10.3,6.4,1.3,scolalu01,2008,137,45.7,2007-08,2016-17,27-36,743,505,25.6,4.9,10,4.8,9.7,0.1,0.4,2,2.6,1.8,4.9,6.7,1.6,0.6,0.3,1.5,2.7,12,0.493,0.499,0.339,0.74,0.535,0.499,F,BRKHOUINDPHOTOR,106,105,21,24.6,0.115,-0.6,-0.1,-0.7,6.4,16.3,8,21.5,14.8,11,1.3,0.9,11.9,22.3
Ramon Sessions,21,0.436,0.429,0.78,26.5,8.1,3.4,7.5,sessira01,2008,258,28.8,2007-08,2017-18,21-31,691,146,23.3,3.5,8,3.2,7.1,0.3,1,3.1,3.9,0.5,2.2,2.7,4.1,0.7,0.1,1.7,1.4,10.3,0.434,0.45,0.316,0.791,0.531,0.453,G,CHACHOCLELALMILMINNYKSACWAS,107,111,20.5,8.3,0.086,0.3,-1,-0.7,5.2,15.9,2.4,10.8,6.5,28.8,1.5,0.3,14.9,22
Courtney Sims,24,0,0,0,3.7,0,0.7,0.3,simsco01,2008,1665,0,2007-08,2008-09,24-25,5,0,4.8,0.6,1.4,0.6,1.4,0,0,0,0,0.6,0.6,1.2,0.2,0,0,0.2,0.6,1.2,0.429,0.429,,,0.429,0.429,C,INDNYKPHO,95,114,0,0,-0.004,-3.6,-3.7,-7.3,0,7.4,13.3,14.1,13.7,5.3,0,0,12.5,14.5
Jason Smith,21,0.455,0.286,0.659,14.6,4.5,3,0.3,smithja02,2008,488,14.1,2007-08,2018-19,21-32,616,104,16.3,2.6,5.5,2.4,5,0.1,0.4,0.9,1.1,1.1,2.3,3.4,0.7,0.3,0.7,0.8,2.2,6.1,0.468,0.479,0.333,0.783,0.515,0.48,F-C,MILNOHNOPNYKORLPHIWAS,102,108,4.9,9.2,0.067,-2.6,-0.4,-2.9,-2.4,12.9,7.6,16.6,12,7.4,1.1,3.4,12.1,19
D.J. Strawberry,22,0.315,0.24,0.474,8.2,2.2,0.8,0.9,strawdj01,2008,1893,-0.2,2007-08,2007-08,22-22,33,0,8.2,0.9,2.8,0.7,2,0.2,0.8,0.3,0.6,0.3,0.6,0.8,0.9,0.4,0.2,0.3,1.1,2.2,0.315,0.343,0.24,0.474,0.364,0.348,G,PHO,85,109,-0.4,0.2,-0.031,-5.9,0.3,-5.6,-0.2,6.2,4.1,7.4,5.9,14.8,2.2,1.5,9.9,18.5
Rodney Stuckey,21,0.401,0.188,0.814,19,7.6,2.3,2.8,stuckro01,2008,262,28.7,2007-08,2016-17,21-30,651,302,27.5,4.5,10.6,4,9.1,0.4,1.4,3.2,3.9,0.6,2.3,2.9,3.6,0.9,0.1,1.8,2.1,12.6,0.423,0.442,0.3,0.824,0.512,0.443,G,DETIND,105,110,17,11.7,0.077,-0.3,-0.6,-0.9,4.9,14.9,2.7,9.9,6.2,21.9,1.7,0.4,12.9,23.4
Al Thornton,24,0.429,0.331,0.743,27.3,12.7,4.5,1.2,thornal01,2008,741,6.1,2007-08,2010-11,24-27,296,167,28,4.6,10.2,4.4,9.3,0.3,0.9,2.4,3.2,1.3,2.8,4.2,1.2,0.6,0.5,1.4,2.6,11.9,0.452,0.467,0.293,0.747,0.511,0.465,F,GSWLACWAS,101,112,1.9,4.2,0.035,-2.2,-1.4,-3.5,-3.2,12.3,5.4,11.9,8.6,7.4,1.2,1.4,10.9,21.3
Alando Tucker,23,0.364,0.25,0.833,8,3.7,1.3,0,tuckeal02,2008,1314,0.4,2007-08,2009-10,23-25,51,1,8.4,1.5,3.6,1.3,2.9,0.2,0.7,0.9,1.2,0.6,0.4,1,0.3,0.1,0,0.4,0.4,4.1,0.423,0.453,0.294,0.783,0.506,0.451,F,MINPHO,106,117,0.4,0,0.045,-0.7,-3.7,-4.5,-0.3,13,8.2,5.2,6.6,5.6,0.6,0.3,8.4,23.5
Darius Washington,22,0.438,0.333,0.538,8.1,2.9,1.1,0.8,washida01,2008,1574,0,2007-08,2007-08,22-22,18,0,8.1,1.2,2.7,0.9,2,0.2,0.7,0.4,0.7,0.2,0.9,1.1,0.8,0.3,0,0.8,0.9,2.9,0.438,0.472,0.333,0.538,0.493,0.479,G,SAS,89,103,-0.2,0.2,0.012,-4.9,0.2,-4.7,-0.1,9,3.3,12.8,8.1,17.1,1.9,0,20.7,22.2
Darryl Watkins,23,0.333,0,0.4,7.9,1.3,1.3,0,watkida01,2008,1807,-0.1,2007-08,2011-12,23-27,14,0,12.1,0.9,2.1,0.9,2.1,0,0,0.8,1.6,0.9,1.9,2.8,0.2,0.5,0.4,1.1,1.6,2.5,0.414,0.414,,0.478,0.447,0.414,C,NOHSAC,78,104,-0.3,0.2,-0.024,-6.4,-0.8,-7.2,-0.2,6.5,9.3,18,13.7,2.7,2.2,2.9,27.7,14.8
C.J. Watson,23,0.426,0.346,0.793,11.5,3.7,1,1.1,watsocj01,2008,322,24.1,2007-08,2016-17,23-32,600,104,20.2,2.5,6,1.7,3.9,0.8,2.1,1.4,1.7,0.4,1.6,1.9,2.5,0.9,0.1,1.1,1.5,7.2,0.419,0.444,0.373,0.812,0.533,0.484,G,BRKCHIGSWINDORL,108,108,12.4,11.7,0.096,-0.9,0.5,-0.3,5,13.1,2,8.7,5.3,18.7,2.3,0.4,13.8,17.4
Mario West,23,0.429,0,0.654,4.2,0.9,0.8,0.2,westma02,2008,1087,1.4,2007-08,2010-11,23-26,162,9,4.9,0.3,0.8,0.3,0.7,0,0.1,0.2,0.4,0.4,0.5,0.9,0.3,0.3,0,0.2,0.8,1,0.448,0.47,0.2,0.563,0.493,0.456,G,ATLNJN,106,106,0.4,1,0.084,-4.1,1.7,-2.4,-0.1,9.4,8.8,12.1,10.4,9.4,3,0.8,16.6,10.8
Marcus Williams,21,0.25,0,0,3.3,0.9,1.1,0.3,willima04,2008,1738,0,2006-07,2009-10,21-24,203,10,15.2,2.1,5.5,1.5,3.5,0.6,1.9,0.7,1,0.3,1.5,1.8,2.8,0.4,0,1.5,1,5.6,0.386,0.421,0.321,0.767,0.473,0.443,G,GSWMEMNJN,94,110,-2,2,-0.001,-1.5,-1.7,-3.3,-1,11,2.1,11.5,6.8,30.4,1.5,0.2,19.8,21.9
Marcus Williams,21,0.25,0,0,3.3,0.9,1.1,0.3,willima04,2008,1738,0,2006-07,2009-10,21-24,203,10,15.2,2.1,5.5,1.5,3.5,0.6,1.9,0.7,1,0.3,1.5,1.8,2.8,0.4,0,1.5,1,5.6,0.386,0.421,0.321,0.767,0.473,0.443,G,GSWMEMNJN,78,106,-0.1,0,-0.084,-3.4,-2,-5.4,0,10.4,11.8,23.8,17.8,13.6,1.3,1.9,0,26.2
Marcus Williams,21,0.25,0,0,3.3,0.9,1.1,0.3,willima04,2008,1787,-0.1,2007-08,2008-09,21-22,13,0,3,0.5,1.7,0.5,1.7,0,0,0,0,0.3,0.6,0.9,0.2,0.1,0.1,0,0.3,1.1,0.318,0.318,,,0.318,0.318,F,LACSAS,94,110,-2,2,-0.001,-1.5,-1.7,-3.3,-1,11,2.1,11.5,6.8,30.4,1.5,0.2,19.8,21.9
Marcus Williams,21,0.25,0,0,3.3,0.9,1.1,0.3,willima04,2008,1787,-0.1,2007-08,2008-09,21-22,13,0,3,0.5,1.7,0.5,1.7,0,0,0,0,0.3,0.6,0.9,0.2,0.1,0.1,0,0.3,1.1,0.318,0.318,,,0.318,0.318,F,LACSAS,78,106,-0.1,0,-0.084,-3.4,-2,-5.4,0,10.4,11.8,23.8,17.8,13.6,1.3,1.9,0,26.2
Sean Williams,21,0.538,0,0.609,17.5,5.6,4.4,0.4,willise01,2008,939,3,2007-08,2011-12,21-25,137,29,14.4,1.7,3.3,1.7,3.3,0,0,0.9,1.4,1.3,2.1,3.4,0.3,0.3,1.2,0.9,2.4,4.2,0.511,0.512,0,0.624,0.543,0.511,C-F,BOSDALNJN,101,105,0.5,2.5,0.073,-4.1,1,-3.1,-0.6,12.4,10.7,17.1,13.9,3.9,1.3,6.4,18.3,15.2
Brandan Wright,20,0.554,0,0.675,9.9,4,2.6,0.2,wrighbr03,2008,285,26.2,2007-08,2017-18,20-30,428,62,16.2,3,4.9,3,4.9,0,0,1,1.5,1.4,2.3,3.6,0.5,0.5,1,0.5,1.3,7,0.607,0.61,0,0.674,0.626,0.607,F-C,BOSDALGSWHOUMEMNJNPHO,125,106,18.4,7.8,0.181,1.7,0.6,2.3,7.5,20.3,9.4,15.8,12.6,4.7,1.4,4.9,7.8,16.6
Julian Wright,20,0.533,0.417,0.635,11.2,3.9,2.1,0.7,wrighju01,2008,878,3.9,2007-08,2010-11,20-23,231,40,13.2,1.7,3.4,1.6,3.2,0.1,0.3,0.4,0.7,0.8,1.5,2.3,0.8,0.6,0.3,0.7,0.8,3.9,0.499,0.519,0.262,0.584,0.522,0.509,F,NOHTOR,102,108,0.7,3.1,0.061,-1,0.6,-0.5,1.2,12.8,7,13.7,10.3,9.1,2.3,1.8,15.9,15.7
Nick Young,22,0.439,0.4,0.815,15.4,7.5,1.5,0.8,youngni01,2008,405,18.6,2007-08,2018-19,22-33,720,201,22.8,4,9.6,2.6,5.8,1.4,3.8,1.9,2.3,0.4,1.6,2,1,0.5,0.2,1,1.8,11.4,0.418,0.446,0.376,0.836,0.536,0.493,G-F,DENGSWLACLALPHIWAS,105,113,14.2,4.4,0.054,-0.3,-1.9,-2.2,-0.8,12.9,1.8,8.1,4.9,7,1.2,0.6,8.5,22.7
Thaddeus Young,19,0.539,0.316,0.738,21,8.2,4.2,0.8,youngth01,2008,57,70.6,2007-08,2022-23,19-34,1139,720,28.6,5.3,10.6,4.9,9.2,0.5,1.4,1.2,1.9,2,3.7,5.7,1.8,1.4,0.4,1.4,2.1,12.4,0.503,0.529,0.328,0.663,0.541,0.524,F,BRKCHIINDMINPHISASTOR,108,107,33.2,37.5,0.104,0.2,0.3,0.5,20.4,16.4,7.7,15,11.3,10.2,2.5,1.2,11.1,20.1
Alexis Ajin?a,20,0.362,0,0.714,5.9,2.3,1,0.1,ajincal01,2009,673,7.5,2008-09,2016-17,20-28,293,76,13.3,2.2,4.4,2.2,4.2,0,0.1,0.9,1.1,1.2,2.7,3.9,0.5,0.3,0.6,0.8,2.3,5.3,0.503,0.51,0.286,0.797,0.546,0.507,C-F,CHADALNOPTOR,104,106,2.9,4.6,0.093,-2.9,0.1,-2.8,-0.8,14.9,9.9,23.5,16.6,5.9,1.3,3.7,14.9,19.3
Joe Alexander,22,0.416,0.348,0.699,12.1,4.7,1.9,0.7,alexajo01,2009,1286,0.5,2008-09,2009-10,22-23,67,0,11.1,1.5,3.7,1.3,3,0.2,0.7,0.9,1.3,0.7,1.1,1.8,0.7,0.2,0.4,0.8,1.7,4.2,0.41,0.426,0.34,0.698,0.488,0.442,F,CHIMIL,96,108,-0.3,0.8,0.03,-3.6,-0.1,-3.6,-0.3,9.9,7,12.2,9.5,9.5,1.1,3.3,15.3,20.5
Ryan Anderson,20,0.393,0.365,0.845,19.9,7.4,4.7,0.8,anderry01,2009,129,46.7,2008-09,2019-20,20-31,649,289,25.8,4.2,10.1,2.2,4.7,2,5.4,1.8,2.1,1.9,3.3,5.3,0.9,0.5,0.3,0.9,1.9,12.3,0.422,0.47,0.38,0.854,0.561,0.523,F,HOUMIANJNNOHNOPORLPHO,115,109,34.3,12.4,0.134,2.6,-1.5,1,12.8,16.5,8.5,14.9,11.7,5.8,1,1,7.8,20.9
Darrell Arthur,20,0.438,0,0.667,19.3,5.6,4.6,0.6,arthuda01,2009,541,12.3,2008-09,2017-18,20-29,503,106,17.8,2.7,6.2,2.4,5.3,0.3,0.9,0.7,0.9,1.1,2.4,3.5,0.8,0.6,0.6,0.8,2.5,6.5,0.444,0.46,0.352,0.765,0.495,0.47,F,DENMEM,101,106,2.4,10,0.066,-2.5,0.3,-2.2,-0.4,12.2,7,15.9,11.4,7.2,1.8,2.7,11.3,18.5
D.J. Augustin,21,0.43,0.439,0.893,26.5,11.8,1.8,3.5,augusdj01,2009,124,47.7,2008-09,2021-22,21-34,976,334,23.4,3.1,7.4,1.8,4.1,1.3,3.4,2.1,2.4,0.3,1.6,1.8,3.9,0.6,0,1.5,1.4,9.5,0.412,0.437,0.381,0.867,0.558,0.499,G,CHACHIDENDETHOUINDLALMILOKCORLTOR,112,112,33.2,14.4,0.1,0.5,-1.2,-0.7,7.6,14,1.4,7.5,4.4,26.1,1.3,0.1,14.7,19.1
Nicolas Batum,20,0.446,0.369,0.808,18.4,5.4,2.8,0.9,batumni01,2009,62,66.3,2008-09,2022-23,20-34,980,818,30.1,3.8,8.8,2.2,4.4,1.6,4.4,1.5,1.8,1,4.1,5.1,3.4,0.9,0.6,1.6,1.7,10.8,0.436,0.509,0.364,0.833,0.562,0.527,F-G,CHOLACPOR,111,108,35.9,30.4,0.108,0.9,0.7,1.6,26.9,14.4,3.7,15.2,9.5,17,1.6,1.7,14.5,16.7
Jerryd Bayless,20,0.365,0.259,0.806,12.4,4.3,1.1,1.5,bayleje01,2009,404,18.6,2008-09,2018-19,20-30,586,99,21.3,2.9,7.1,2.1,4.8,0.9,2.4,1.7,2,0.3,1.8,2.1,2.9,0.6,0.1,1.4,2.1,8.4,0.411,0.436,0.361,0.818,0.522,0.471,G,BOSMEMMILMINNOHPHIPORTOR,104,109,8.7,9.9,0.072,-1.1,-0.5,-1.6,1.1,12.2,1.6,9.9,5.8,21.2,1.5,0.5,14.9,20.1
Michael Beasley,20,0.472,0.407,0.772,24.8,13.9,5.4,1,beaslmi01,2009,463,15.6,2008-09,2018-19,20-30,609,238,22.8,5.1,10.9,4.6,9.5,0.5,1.4,1.8,2.4,1.1,3.6,4.7,1.3,0.6,0.5,1.7,2.1,12.4,0.465,0.481,0.349,0.759,0.52,0.487,F,HOULALMIAMILMINNYKPHO,100,108,2,13.6,0.054,-0.7,-1,-1.7,0.9,15.6,5.5,18.2,11.8,10.1,1.3,1.8,12.3,26.9
Bobby Brown,24,0.392,0.346,0.791,13.7,5.3,0.8,1.7,brownbo02,2009,2007,-1.2,2008-09,2017-18,24-33,158,2,10.7,1.7,4.5,1.1,2.6,0.6,1.9,0.3,0.4,0.1,0.5,0.7,1.5,0.3,0,0.8,0.9,4.4,0.379,0.425,0.317,0.806,0.463,0.446,G,HOULACMINNOHSAC,93,116,-1.4,0.2,-0.034,-2.4,-2.7,-5.2,-1.3,8.9,1.6,5.6,3.5,22.3,1.2,0.2,14.2,23
Mario Chalmers,22,0.42,0.367,0.767,32,10,2.8,4.9,chalmma01,2009,227,32.3,2008-09,2017-18,22-31,646,400,26.7,3,7.2,1.8,3.9,1.2,3.3,1.7,2.2,0.3,2.1,2.5,3.7,1.5,0.2,1.9,2.7,8.9,0.417,0.475,0.351,0.793,0.546,0.498,G,MEMMIA,104,106,12,20.3,0.09,-1.5,0.9,-0.6,5.9,12.7,1.5,9.4,5.5,21.5,2.9,0.5,18.6,17.5
Joe Crawford,22,0.3,0.25,1,11.5,4.5,2,0.5,crawfjo01,2009,1614,0,2008-09,2008-09,22-22,2,0,11.5,1.5,5,1,3,0.5,2,1,1,0.5,1.5,2,0.5,0.5,0,0,1,4.5,0.3,0.333,0.25,1,0.414,0.35,F,NYK,99,110,0,0,0.037,-2.5,-0.2,-2.7,0,10.8,4.6,14.8,9.5,6.5,2.2,0,0,20.6
Joey Dorsey,25,0.5,0,0,2,0.7,0.3,0.3,dorsejo01,2009,950,2.9,2008-09,2014-15,25-31,130,26,11.4,1.1,2,1.1,2,0,0,0.5,1.2,1.5,2.4,3.9,0.4,0.5,0.3,0.7,2,2.6,0.534,0.536,0,0.375,0.511,0.534,F,HOUSACTOR,103,103,0.7,2.2,0.092,-3.1,0.4,-2.7,-0.3,12.1,15,24.3,19.6,5.4,2.3,2.3,20.4,12.5
