Player,Rook_Age,Rook_FG_Percent,Rook_3P_Percent,Rook_FT_Percent,Rook_MPG,Rook_PPG,Rook_RPG,Rook_APG,AlternativeName,Rook_Year,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG_Percent,2P_Percent,3P_Percent,FT_Percent,TS_Percent,eFG_Percent,Pos,Team,WS,ORtg,DRtg,OWS,DWS,WS_Per_48,OBPM,DBPM,BPM,VORP,PER,ORB_Percent,DRB_Percent,TRB_Percent,AST_Percent,STL_Percent,BLK_Percent,TOV_Percent,USG_Percent
Laron Profit,22,0.356,0.176,0.4,6.8,1.5,0.8,0.8,profila01,1999,1999-00,2005-06,22-28,135,18,11.4,1.3,3.1,1.1,2.4,0.2,0.7,0.5,0.8,0.4,1.2,1.5,1.2,0.5,0.2,0.9,1,3.3,0.419,0.469,0.236,0.712,0.481,0.444,G-F,LALWAS,51.6,108,104,23.8,27.8,0.107,-0.7,1,0.3,13.7,12.4,3.7,16.4,10.1,9.6,2.1,1,12.5,15.3
Aleksandar Radojevi?,23,0.286,,0.5,8,2.3,2.7,0.3,radojal01,1999,1999-00,2004-05,23-28,15,6,10.1,0.5,1.7,0.5,1.7,0,0,0.7,1.1,0.7,1.7,2.4,0.5,0.1,0.2,1.3,2.5,1.7,0.308,0.308,,0.625,0.393,0.308,C,TORUTA,0.7,93,107,-0.5,1.2,0.021,-2.2,0.1,-2.1,0,10.6,3.8,12,7.8,17.2,2.4,1.2,20.2,16.6
Ryan Robertson,23,0.333,0,1,25,5,0,0,roberry01,1999,1999-00,1999-00,23,1,0,25,2,6,2,4,0,2,1,1,0,0,0,0,0,0,0,0,5,0.333,0.5,0,1,0.388,0.333,G,SAC,-0.4,65,109,-0.5,0.1,-0.13,-10.9,-0.7,-11.6,-0.4,-0.9,8.6,20.5,14.4,6.9,0.7,1.6,37.7,15.9
Eddie Robinson,23,0.549,0,0.734,16.6,7,2.7,0.5,robined01,1999,1999-00,2003-04,23-27,278,48,19.2,3.1,6,3,5.9,0,0.1,0.8,1.1,0.9,1.9,2.7,0.9,0.8,0.3,0.8,1.2,7,0.507,0.512,0.25,0.739,0.534,0.509,G-F,CHHCHI,0,87,112,0,0,-0.022,-3.8,-1.6,-5.4,0,2.6,0,0,0,0,0,0,0,10.7
Michael Ruffin,23,0.42,,0.489,13.7,2.2,3.5,0.6,ruffimi01,1999,1999-00,2008-09,23-32,414,58,14.4,0.6,1.5,0.6,1.5,0,0,0.5,1.1,1.8,2.2,3.9,0.6,0.5,0.5,0.7,2.3,1.7,0.407,0.409,0,0.459,0.433,0.407,F,CHIMILPHIPORUTAWAS,10.2,104,104,4.9,5.3,0.091,-0.5,0.3,-0.3,2.3,14,5.1,11,8,8.4,2.1,1.2,10.6,17.2
Wally Szczerbiak,22,0.511,0.359,0.826,29.7,11.6,3.7,2.8,szczewa02,1999,1999-00,2008-09,22-31,651,393,30.8,5.4,11,4.4,8.8,0.9,2.2,2.5,2.9,1,3,4,2.4,0.6,0.2,1.5,2.1,14.1,0.485,0.505,0.406,0.86,0.573,0.526,F,BOSCLEMINSEA,6.8,98,105,0.5,6.3,0.055,-3.6,0.3,-3.3,-2,8.5,13.9,18.3,16,6.3,1.8,2.5,24.8,8.4
Jason Terry,22,0.415,0.293,0.807,23.3,8.1,2,4.3,terryja01,1999,1999-00,2017-18,22-40,1410,679,29.8,4.9,11.1,3.3,6.8,1.6,4.3,2,2.3,0.4,2,2.3,3.8,1.1,0.2,1.7,1.8,13.4,0.444,0.484,0.38,0.845,0.554,0.517,G,ATLBOSBRKDALHOUMIL,53.3,113,108,39.5,13.8,0.127,1.5,-0.8,0.7,13.6,16,3.9,11,7.5,12.6,1,0.6,10.8,20.5
Jamel Thomas,26,0.444,0,1,6.6,2.4,0.7,0.9,thomaja01,1999,1999-00,2000-01,26-27,12,0,8.5,1.2,3.1,1.1,2.6,0.1,0.5,0.1,0.1,0.4,0.8,1.2,0.5,0.3,0,0.9,0.7,2.5,0.378,0.419,0.167,1,0.401,0.392,F,BOSGSWNJN,102,110,108,70.4,31.5,0.116,1.8,-0.3,1.5,37.4,16.2,1.4,7.4,4.5,22.1,2,0.5,12.4,21.2
Kenny Thomas,22,0.399,0.262,0.66,25,8.3,6.1,1.6,thomake01,1999,1999-00,2009-10,22-32,632,406,27.4,3.7,7.9,3.6,7.5,0.1,0.4,1.9,2.7,2.3,4.6,6.9,1.5,0.8,0.4,1.7,2.5,9.3,0.465,0.476,0.244,0.699,0.514,0.471,F,HOUPHISAC,-0.3,72,108,-0.3,0,-0.123,-5.7,-2,-7.7,-0.2,4.6,5.4,10.4,7.7,9.9,2,0,22.7,20.9
Mirsad Türkcan,23,0.368,0,0.625,5.3,1.9,1.9,0.3,turkcmi01,1999,1999-00,1999-00,23,17,0,5.3,0.8,2.2,0.8,1.9,0,0.4,0.3,0.5,0.8,1.2,1.9,0.3,0.2,0.1,0.5,0.8,1.9,0.368,0.438,0,0.625,0.397,0.368,F,MILNYK,31.2,102,104,12.3,18.9,0.086,-1.1,-0.2,-1.3,3.1,13.9,9.7,19.3,14.5,9.4,1.6,1.1,15.6,17.8
Wayne Turner,23,0.167,,0.333,13.7,1.3,1,1.7,turnewa01,1999,1999-00,1999-00,23,3,0,13.7,0.3,2,0.3,2,0,0,0.7,2,0.3,0.7,1,1.7,0,0,1,1.3,1.3,0.167,0.167,,0.333,0.231,0.167,G,BOS,0,86,102,-0.1,0.1,-0.019,-4.4,-2,-6.3,-0.1,11.1,17.1,25.8,21.5,8.9,1.8,0.8,16.2,24.8
Dedric Willoughby,25,0.341,0.296,0.765,20.3,7.6,2,2.6,willode01,1999,1999-00,1999-00,25,25,1,20.3,2.4,7.2,1.3,3.2,1.2,3.9,1.6,2,0.4,1.6,2,2.6,0.9,0.1,1.5,1.3,7.6,0.341,0.395,0.296,0.765,0.472,0.422,G-F,CHI,-0.1,60,113,-0.1,0,-0.148,-8,-4.5,-12.5,-0.1,-1.7,2.6,5.9,4.2,16.3,0,0,25.8,12.3
Metta World Peace,20,0.407,0.314,0.674,31.1,12,4.3,2.8,artesro01,1999,1999-00,2016-17,20-37,991,840,31.7,4.7,11.4,3.5,7.9,1.2,3.4,2.6,3.6,1.2,3.3,4.5,2.7,1.7,0.5,1.8,2.6,13.2,0.414,0.447,0.339,0.715,0.508,0.465,F,CHIHOUINDLALNYKSAC,0.4,96,106,0,0.4,0.04,-0.6,-0.4,-1,0.1,12.2,2.5,9.4,5.9,24.6,2.4,0.3,15.5,21.5
Tim Young,23,0.333,,0.778,5.5,2.2,1.4,0.2,youngti01,1999,1999-00,1999-00,23,25,0,5.5,0.5,1.6,0.5,1.6,0,0,1.1,1.4,0.5,0.9,1.4,0.2,0.1,0,0.4,0.7,2.2,0.333,0.333,,0.778,0.492,0.333,C,GSW,0.2,103,110,0.1,0,0.058,-2.6,-2.3,-4.9,-0.1,11.7,9.4,18,13.4,5.5,0.7,0.5,14.1,19.6
Courtney Alexander,23,0.417,0.37,0.82,21.3,9.5,2.2,1,alexaco02,2000,2000-01,2002-03,23-25,187,59,21.7,3.5,8.3,3.3,7.7,0.2,0.6,1.8,2.2,0.7,1.5,2.2,1.2,0.6,0.1,1.1,2,9,0.422,0.429,0.339,0.813,0.487,0.435,G,DALNOHWAS,4.1,99,108,2,2.1,0.048,-2.2,-1.5,-3.7,-1.7,11.5,3.5,8.2,5.8,9.7,1.4,0.3,10.5,21.7
Dalibor Bagari?,20,0.262,0,0.464,7.4,1.3,1.6,0.3,bagarda01,2000,2000-01,2002-03,20-22,95,0,10.2,1,2.8,1,2.8,0,0,0.6,1.1,0.9,1.6,2.5,0.4,0.3,0.5,0.8,1.7,2.6,0.361,0.363,0,0.559,0.4,0.361,C,CHI,-0.9,80,105,-1.8,0.9,-0.043,-6.6,-1.4,-7.9,-1.5,7,9.8,19,14.3,6.3,1.6,3.3,18.7,18.2
Erick Barkley,22,0.364,0.375,,4.8,2.4,0.4,0.8,barkler01,2000,2000-01,2001-02,22-23,27,4,9.9,1.2,3.3,1,2.8,0.1,0.6,0.3,0.4,0.2,0.6,0.8,1.5,0.7,0,0.6,1.1,2.9,0.356,0.373,0.267,0.9,0.408,0.378,G,POR,0.2,90,103,-0.2,0.3,0.027,-4.9,1.2,-3.7,-0.1,9.9,2.2,7.1,4.7,23.7,3.8,0.3,15.3,19.2
Raja Bell,24,0.286,0.333,,6,1,0.2,0,bellra01,2000,2000-01,2011-12,24-35,706,479,28.1,3.7,8.4,2.3,5.1,1.4,3.3,1.2,1.6,0.6,2.2,2.8,1.7,0.7,0.2,1,2.6,9.9,0.434,0.452,0.406,0.799,0.544,0.514,G,CHADALGSWPHIPHOUTA,32.7,109,110,20.7,12,0.079,-0.9,-0.4,-1.3,3.5,10.9,2.5,9.1,5.8,9.3,1.3,0.5,9.7,16.4
Mark Blount,25,0.505,,0.697,17.2,3.9,3.6,0.5,blounma01,2000,2000-01,2008-09,25-33,605,393,23.1,3.3,6.6,3.3,6.5,0.1,0.2,1.4,2,1.5,3.1,4.6,0.8,0.5,0.8,1.5,2.6,8.2,0.504,0.507,0.359,0.723,0.545,0.508,C,BOSDENMIAMIN,18.8,100,105,4.5,14.3,0.065,-2.5,-0.3,-2.7,-2.5,12.5,7.5,15.8,11.7,6.3,1.2,2.8,17.1,18
Brian Cardinal,23,0.323,0,0.611,8.4,2.1,1.5,0.2,cardibr01,2000,2000-01,2011-12,23-34,456,37,14.2,1.5,3.6,0.9,2.1,0.5,1.4,1.2,1.4,0.6,1.7,2.3,1,0.6,0.2,0.7,2,4.6,0.408,0.432,0.372,0.861,0.554,0.482,F,DALDETGSWMEMMINWAS,15.4,109,105,8,7.5,0.114,-1.4,1.3,-0.1,3.2,12.7,5.1,13.7,9.4,11.4,2.4,0.8,14.8,15.9
Mateen Cleaves,23,0.4,0.294,0.708,16.3,5.4,1.7,2.7,cleavma01,2000,2000-01,2005-06,23-28,167,10,11.2,1.4,3.6,1.3,3.3,0.1,0.3,0.8,1.1,0.2,0.9,1,1.9,0.4,0,1.2,1.3,3.6,0.389,0.399,0.267,0.728,0.449,0.399,G,CLEDETSACSEA,-0.8,87,106,-2.2,1.4,-0.021,-4.4,-1.2,-5.6,-1.7,8.5,1.9,8.4,5.1,26.6,1.8,0.2,22.9,20.6
Jason Collier,23,0.38,0,0.708,9.7,3.1,1.6,0.3,collija02,2000,2000-01,2004-05,23-27,151,65,14.4,2.2,4.9,2.2,4.8,0,0.1,1,1.4,1.2,1.8,2.9,0.3,0.2,0.2,0.8,2,5.6,0.455,0.458,0.35,0.738,0.502,0.46,C,ATLHOU,1.9,100,110,1.1,0.8,0.042,-2.9,-2.5,-5.4,-1.9,11.7,9.1,14.4,11.7,4.1,0.9,1.1,12.5,19.9
Sean Colson,25,0.25,0.2,0.5,3.4,1.2,0.5,0.8,colsose01,2000,2000-01,2000-01,25,13,0,3.4,0.5,1.8,0.4,1.5,0.1,0.4,0.2,0.3,0.2,0.3,0.5,0.8,0.1,0,0.2,0.5,1.2,0.25,0.263,0.2,0.5,0.291,0.271,G,ATLHOU,-0.1,80,107,-0.1,0,-0.106,-5.7,-3.2,-8.9,-0.1,6.8,5.4,10.2,7.7,38.7,1.2,0,7.2,28.8
Jamal Crawford,20,0.352,0.35,0.794,17.2,4.6,1.5,2.3,crawfja01,2000,2000-01,2019-20,20-39,1327,433,29.4,5.1,12.4,3.4,7.6,1.7,4.8,2.8,3.2,0.4,1.9,2.2,3.4,0.9,0.2,1.9,1.5,14.6,0.41,0.449,0.348,0.862,0.529,0.477,G,ATLBRKCHIGSWLACMINNYKPHOPOR,60.7,106,111,42.1,18.6,0.075,1.3,-1.5,-0.1,18.4,15.1,1.4,7.3,4.3,19.7,1.6,0.5,11.9,24.1
Keyon Dooling,20,0.409,0.35,0.698,16.3,5.9,1.2,2.3,doolike01,2000,2000-01,2012-13,20-32,728,86,19.4,2.5,6,1.9,4.2,0.6,1.8,1.4,1.7,0.2,1.1,1.3,2.2,0.6,0.1,1.1,1.7,7,0.416,0.443,0.349,0.799,0.516,0.467,G,BOSLACMEMMIAMILNJNORL,18.5,103,109,8.7,9.8,0.063,-1.6,-0.4,-2,-0.2,11.5,1.1,6.8,4,18.8,1.7,0.4,14.1,18.7
Khalid El-Amin,21,0.37,0.333,0.778,18.7,6.3,1.6,2.9,elamikh01,2000,2000-01,2000-01,21,50,14,18.7,2.3,6.2,1.7,4.5,0.6,1.7,1.1,1.4,0.4,1.2,1.6,2.9,1,0,1.1,2,6.3,0.37,0.383,0.333,0.778,0.458,0.415,G,CHI,0.6,97,108,0.2,0.4,0.03,-1.7,-0.7,-2.4,-0.1,12.2,2.6,7.9,5.1,27.5,2.8,0.2,13.6,19.7
Marcus Fizer,22,0.43,0.256,0.727,21.9,9.5,4.3,1.1,fizerma01,2000,2000-01,2005-06,22-27,289,35,20.9,3.8,8.8,3.7,8.4,0.1,0.4,1.9,2.8,1.3,3.3,4.6,1.2,0.5,0.3,1.5,2.2,9.6,0.435,0.446,0.191,0.691,0.481,0.439,F,CHIMILNOK,2.7,94,107,-1.3,4,0.022,-1.9,-1.8,-3.7,-2.6,13.4,7,18.9,12.8,11,1.2,1,12.9,25.1
Rubén Garcés,27,0.318,,0.25,5.6,1.2,2.2,0.4,garceru01,2000,2000-01,2000-01,27,13,0,5.6,0.5,1.7,0.5,1.7,0,0,0.2,0.6,1.2,1,2.2,0.4,0.2,0.2,0.4,1.1,1.2,0.318,0.318,,0.25,0.313,0.318,F,GSWPHO,0,82,97,-0.1,0.1,0.009,-4.1,-0.8,-4.9,-0.1,9.7,23.7,20.6,22.2,10.5,2.1,2,16.4,18.4
Eddie Gill,22,0.39,0.333,0.8,19,4.9,1.1,3,gilled01,2000,2000-01,2008-09,22-30,187,9,10.9,1,2.7,0.6,1.6,0.3,1.1,0.8,0.9,0.1,1,1.1,1.2,0.6,0.1,0.7,1.1,3.1,0.361,0.388,0.32,0.847,0.497,0.424,G,INDMEMMILNJNPORSEA,1.9,96,105,-0.3,2.2,0.046,-3.3,1.1,-2.1,0,9.9,1.6,10.2,6,17.5,2.8,0.5,19.5,16.4
Steve Goodrich,24,0.389,0.333,0.571,11.1,1.6,1.8,0.5,goodrst01,2000,2000-01,2001-02,24-25,21,0,8.7,0.4,1.3,0.4,1.2,0,0.1,0.2,0.4,0.4,0.9,1.2,0.5,0.1,0.1,0.5,1.1,1.1,0.321,0.32,0.333,0.556,0.375,0.339,F,CHINJN,-0.2,75,108,-0.3,0.1,-0.049,-6.6,-1.6,-8.2,-0.3,2.7,5,11.9,8.3,8.9,0.9,1.2,25.6,10.8
A.J. Guyton,22,0.406,0.391,0.833,19.1,6,1.1,1.9,guytoaj01,2000,2000-01,2002-03,22-24,80,14,15.6,2.1,5.5,1.2,3.1,0.9,2.4,0.5,0.6,0.3,0.7,1,1.8,0.3,0.2,0.8,0.7,5.5,0.377,0.377,0.378,0.822,0.481,0.46,G,CHIGSW,0.3,98,113,0.3,-0.1,0.01,0.1,-3,-2.9,-0.3,10.9,2,5.7,3.8,20.9,0.9,0.7,11.9,19.3
Zendon Hamilton,25,0.222,,0.625,6.3,3,2.7,0,hamilze01,2000,2000-01,2005-06,25-30,134,15,11.6,1.3,3,1.3,3,0,0,1.7,2.6,1.4,2.1,3.5,0.2,0.3,0.2,0.8,1.6,4.4,0.44,0.44,,0.66,0.527,0.44,C-F,CLEDENLACMILPHITOR,3,104,105,1.5,1.5,0.093,-2.4,-1.7,-4.1,-0.8,14,13.3,21.3,17.2,3.5,1.3,1.4,16.3,19.3
Jason Hart,22,1,,,10,2,0,1,hartja01,2000,2000-01,2009-10,22-31,341,56,15.5,1.8,4.3,1.6,3.7,0.2,0.6,1,1.2,0.2,1.4,1.7,2.3,0.7,0.1,0.8,1.5,4.8,0.417,0.433,0.315,0.788,0.49,0.439,G,CHADENLACMILMINNOHSACSASUTA,8.6,103,106,2.8,5.8,0.078,-2.4,1.2,-1.2,1,12.2,1.7,11,6.2,23.3,2.5,0.5,14.2,16.5
Donnell Harvey,20,0.571,,0.375,3.6,1.2,1.1,0.1,harvedo01,2000,2000-01,2004-05,20-24,205,39,16.2,2.2,4.8,2.2,4.8,0,0,1.2,1.8,1.3,2.8,4,0.8,0.5,0.4,1,2.3,5.6,0.46,0.464,0.1,0.659,0.501,0.46,F,DALDENNJNORLPHO,4.7,98,103,1.1,3.7,0.069,-2.6,0,-2.6,-0.5,12.5,8.7,20.3,14.3,8.7,1.5,1.8,15.4,18.3
Eddie House,22,0.421,0.345,0.686,11,5,0.8,1,houseed01,2000,2000-01,2010-11,22-32,717,31,17.3,2.9,7.1,1.8,4.2,1.1,2.9,0.5,0.6,0.2,1.5,1.7,1.6,0.7,0.1,0.8,1.3,7.5,0.409,0.423,0.39,0.851,0.508,0.49,G,BOSCHALACMIAMILNJNNYKPHOSAC,20,102,105,6.2,13.8,0.077,-0.1,0.1,0,6.1,13.2,1.6,9.8,5.8,15.4,2,0.4,9.7,21.8
Marc Jackson,26,0.467,0.217,0.802,29.4,13.2,7.5,1.2,jacksma02,2000,2000-01,2006-07,26-32,387,106,19.6,3.1,6.9,3.1,6.8,0,0.1,2.2,2.7,1.6,2.6,4.3,0.8,0.4,0.3,1.2,2,8.4,0.446,0.448,0.226,0.814,0.516,0.447,C,GSWMINNJNNOKPHI,13,104,107,6.8,6.2,0.082,-1.3,-1.4,-2.7,-1.4,14.1,9.2,15.6,12.3,7.1,1,1,13,21.3
Stephen Jackson,22,0.425,0.335,0.719,21.6,8.2,2.7,1.8,jacksst02,2000,2000-01,2013-14,22-35,858,676,31.9,5.4,13,3.9,8.6,1.5,4.4,2.9,3.7,0.8,3.1,3.9,3.1,1.3,0.4,2.5,2.4,15.1,0.414,0.456,0.333,0.798,0.519,0.471,F-G,ATLCHAGSWINDLACMILNJNSAS,36.1,100,107,9.5,26.6,0.063,-0.1,-0.3,-0.4,11.2,14.3,2.8,11.1,7,16.4,2.1,0.9,14.6,24.2
DerMarr Johnson,20,0.374,0.323,0.736,16.8,5.1,2.3,0.8,johnsde03,2000,2000-01,2007-08,20-27,344,136,17.2,2.2,5.4,1.4,3.1,0.8,2.4,0.9,1.1,0.6,1.7,2.2,0.9,0.6,0.4,1,1.7,6.2,0.411,0.469,0.336,0.789,0.519,0.485,F,ATLDENNYKSAS,6.4,98,106,1.1,5.3,0.052,-1.5,-0.2,-1.6,0.6,11,3.7,11.1,7.4,8.3,1.7,1.9,14.6,18.1
Garth Joseph,27,0.2,,0,4,0.5,0.5,0.3,josepga01,2000,2000-01,2000-01,27,4,0,4,0.3,1.3,0.3,1.3,0,0,0,0.5,0.5,0,0.5,0.3,0,0.3,0.5,0.3,0.5,0.2,0.2,,0,0.17,0.2,C,DENTOR,-0.1,45,111,-0.1,0,-0.345,-13.6,-6.3,-19.9,-0.1,-5,13.7,0,7,9.8,0,4.3,25.4,22
Dan Langhi,23,0.374,0,0.552,7.3,2.7,1.2,0.1,langhda01,2000,2000-01,2003-04,23-26,133,8,9.4,1.3,3.3,1.2,3,0.1,0.3,0.3,0.5,0.4,1.1,1.5,0.3,0.2,0.1,0.3,0.8,3,0.391,0.4,0.289,0.613,0.421,0.403,F,GSWHOUMILPHO,0.3,92,107,-0.5,0.8,0.012,-3.4,-1.2,-4.6,-0.8,8.8,4.9,13.2,9.1,5.2,1.3,0.7,7,18.3
Art Long,28,0,,0,2.2,0,0.9,0.1,longar01,2000,2000-01,2002-03,28-30,98,27,12.4,1.5,3.3,1.5,3.3,0,0,0.5,1,1.3,1.9,3.3,0.5,0.3,0.4,0.9,2.2,3.5,0.458,0.456,0.667,0.485,0.472,0.461,F-C,PHISACSEATOR,0.9,94,104,-0.3,1.3,0.037,-4.6,-0.7,-5.3,-1,9.7,12.7,18,15.4,5.9,1.2,2.6,18.9,17
Mark Madsen,25,0.487,1,0.703,9.2,2,2.2,0.3,madsema01,2000,2000-01,2008-09,25-33,453,70,11.8,0.8,1.8,0.8,1.8,0,0,0.5,0.9,1.2,1.3,2.6,0.4,0.3,0.2,0.5,1.9,2.2,0.457,0.465,0.063,0.527,0.482,0.457,F-C,LALMIN,8.2,105,106,3.3,4.9,0.074,-3.7,-0.4,-4.1,-2.9,8.1,12.2,12.6,12.4,4.9,1.2,1.4,16.9,10.5
Jamaal Magloire,22,0.45,0,0.655,14.8,4.6,4,0.4,magloja01,2000,2000-01,2011-12,22-33,680,314,21.5,2.6,5.4,2.6,5.4,0,0,2,3.2,2.1,4.4,6.5,0.6,0.3,0.9,1.5,2.6,7.2,0.48,0.481,0,0.639,0.531,0.48,C,CHHDALMIAMILNJNNOHPORTOR,27.7,101,102,8.1,19.7,0.091,-2.5,-0.4,-2.9,-3.1,13.5,11.2,24.3,17.7,4.4,0.8,3.1,17.7,17.7
Kenyon Martin,23,0.445,0.091,0.63,33.4,12,7.4,1.9,martike01,2000,2000-01,2014-15,23-37,757,667,30.6,5.1,10.6,5,10.2,0.1,0.4,2,3.2,1.7,5.1,6.8,1.9,1.2,1.1,1.7,3.3,12.3,0.483,0.492,0.234,0.629,0.513,0.487,F,DENLACMILNJNNYK,48,101,101,11.9,36.1,0.1,-1,1.1,0.1,12.1,15,6.5,19.1,12.8,10.6,2,2.8,12.7,20.2
Desmond Mason,23,0.431,0.269,0.736,19.5,5.9,3.2,0.8,masonde01,2000,2000-01,2009-10,23-32,643,385,30.5,4.6,10.2,4.5,9.8,0.1,0.4,2.9,3.9,1.3,3.2,4.5,1.6,0.7,0.4,1.6,2.2,12.1,0.449,0.456,0.26,0.74,0.509,0.454,F,MILNOKOKCSACSEA,23.1,102,109,12.4,10.6,0.056,-1.3,-1.1,-2.4,-2.1,12.7,4.7,12.4,8.5,8.9,1.2,0.9,11.9,20.2
Dan McClintock,23,0.5,,0,9.7,3,2.8,0.2,mcclida01,2000,2000-01,2000-01,23,6,1,9.7,1.5,3,1.5,3,0,0,0,0.8,1.7,1.2,2.8,0.2,0,0.3,0.5,1.8,3,0.5,0.5,,0,0.446,0.5,C,DEN,0,94,109,0,0,0.007,-4.6,-3.3,-7.9,-0.1,9.9,18.5,13.3,15.9,2.9,0,2.4,12.9,17.8
Paul McPherson,22,0.505,0.167,0.724,10.8,4.8,1.4,0.7,mcphepa01,2000,2000-01,2000-01,22,55,0,10.8,2,3.9,1.9,3.7,0,0.2,0.8,1.1,0.7,0.7,1.4,0.7,0.5,0.1,0.9,1.5,4.8,0.505,0.525,0.167,0.724,0.542,0.509,G,GSWPHO,0.9,100,105,0.4,0.5,0.074,-1.6,-0.3,-1.9,0,13.6,7,7.6,7.3,11.6,2.2,0.5,16.3,21
Stanislav Medvedenko,21,0.48,1,0.583,5.6,4.6,1.3,0.3,medvest01,2000,2000-01,2006-07,21-27,263,58,12.7,2.2,5,2.2,4.9,0,0,0.8,1.1,1.3,1.6,2.8,0.5,0.3,0.2,0.6,2,5.3,0.45,0.453,0.154,0.74,0.484,0.451,F,ATLLAL,6,102,105,3,3.1,0.086,-2.4,-1.6,-4,-1.7,13.3,11.2,13.9,12.5,6.9,1.4,0.9,10,21.4
Chris Mihm,21,0.442,0,0.794,19.8,7.6,4.7,0.3,mihmch01,2000,2000-01,2008-09,21-29,436,256,20.1,2.9,6.3,2.9,6.2,0,0,1.7,2.5,2,3.3,5.3,0.5,0.3,1,1.2,2.9,7.5,0.459,0.46,0.231,0.704,0.509,0.459,C-F,BOSCLELAL,13.3,102,106,5.5,7.9,0.073,-2.8,-1.1,-3.9,-4.3,13.4,11.4,18.7,15.1,4.2,0.8,3.7,14.3,19.3
Darius Miles,19,0.505,0.053,0.521,26.3,9.4,5.9,1.2,milesda01,2000,2000-01,2008-09,19-27,446,190,26.3,4.2,8.9,4.2,8.6,0,0.3,1.7,2.8,1.3,3.6,4.9,1.9,0.9,1.1,2,2.3,10.1,0.472,0.482,0.168,0.59,0.498,0.474,F,CLELACMEMPOR,9.5,95,105,-1.8,11.3,0.039,-1.4,0.4,-1,3,13.9,5.7,15.7,10.7,12.6,1.7,3,16.5,21.1
Mike Miller,20,0.436,0.407,0.711,29.1,11.9,4,1.7,millemi01,2000,2000-01,2016-17,20-36,1032,570,26.9,3.9,8.5,2.4,4.7,1.5,3.8,1.3,1.7,0.6,3.6,4.2,2.6,0.6,0.2,1.5,2,10.6,0.459,0.502,0.407,0.769,0.576,0.55,F-G,CLEDENMEMMIAMINORLWAS,60.7,110,108,39.2,21.6,0.105,1.2,-0.4,0.8,19.8,14.3,2.6,15.7,9.1,15.8,1.1,0.6,14.1,18.2
Jérôme Moïso,22,0.4,0,0.423,5.6,1.5,1.8,0.1,moisoje01,2000,2000-01,2004-05,22-26,145,3,9.6,1.1,2.2,1.1,2.2,0,0,0.5,0.8,0.9,1.9,2.7,0.3,0.3,0.5,0.7,1.3,2.7,0.489,0.494,0,0.593,0.515,0.489,F-C,BOSCHHCLENJNNOHTOR,2.1,93,98,-0.3,2.4,0.074,-3.9,1,-2.9,-0.3,12.1,10.3,22.7,16.4,4.6,1.7,3.6,21.7,15.9
Hanno Möttölä,24,0.444,0,0.811,13.5,4.4,2.4,0.3,mottoha01,2000,2000-01,2001-02,24-25,155,17,15.2,1.9,4.3,1.9,4.2,0,0.1,0.8,1.1,0.8,2,2.9,0.5,0.2,0.2,0.9,2.2,4.6,0.442,0.451,0.063,0.783,0.487,0.443,F-C,ATL,0.9,94,108,-0.4,1.3,0.019,-4.5,-1.4,-5.9,-2.3,8.1,6.2,15,10.6,5.2,0.7,0.9,15.7,16.6
Mamadou N'Diaye,25,0.25,,1,3.3,1.3,0.7,0,ndiayma02,2000,2000-01,2005-06,25-30,306,96,19,3.7,7.7,3.7,7.7,0,0,1.2,1.6,1.2,1.8,3.1,1,0.4,0.2,1,1.9,8.6,0.474,0.475,0.111,0.786,0.509,0.474,F,ATLCHHCLENOHNYKORLPHI,8,102,108,4.2,3.8,0.066,-0.8,-1.3,-2,0,14,7.4,11.2,9.3,9.9,1.2,0.7,11,22.9
Lee Nailon,25,0.485,0,0.744,11.2,3.9,2.2,0.6,nailole01,2000,2000-01,2011-12,24-35,619,85,18.1,1.9,4,1.8,3.5,0.2,0.6,0.9,1.3,1.4,2.3,3.7,0.8,0.7,0.4,0.6,2.2,4.9,0.481,0.509,0.311,0.671,0.534,0.503,F,CHADALDENGSWNJN,24.7,111,106,12.7,11.9,0.106,-1.5,0.6,-0.9,3,12,9,14.1,11.5,6.5,2,1.5,12.3,12.9
Eduardo Nájera,24,0.523,0.333,0.424,10.8,3.3,2.4,0.7,najered01,2000,2000-01,2004-05,25-29,69,9,12.4,1.2,2.9,1.2,2.9,0,0,1.3,1.8,1.3,2,3.3,0.1,0.2,0.9,0.6,2.1,3.8,0.427,0.429,0,0.736,0.516,0.427,C,ATLDALLACTOR,1.8,106,103,0.9,0.9,0.101,-3.6,-0.6,-4.2,-0.5,13.3,11.6,18.4,15,1.5,1.1,5.4,13.6,15.6
Ira Newble,26,0.382,0.444,0.5,6.8,2,1.3,0.2,newblir01,2000,2000-01,2007-08,26-33,380,197,20.1,2.1,4.6,1.8,4,0.2,0.7,0.7,1,1.1,1.9,2.9,0.9,0.5,0.3,0.8,1.8,5.1,0.446,0.463,0.341,0.778,0.505,0.47,F,ATLCLELALSASSEA,9.3,103,108,4.2,5,0.058,-2.2,-0.3,-2.6,-1.1,9.6,6,10.6,8.3,7.1,1.4,1,13.1,13.1
